table_name,row_count,column_count,metadata,word_count
ki_assam_mth_sctg,41,7,"The `ki_assam_mth_sctg` table provides a comprehensive, structured record of Assam’s annual government finances, capturing both revenue and expenditure data at a detailed categorical and sub-categorical level. Its primary purpose is to facilitate analysis of the state’s fiscal performance, budget execution, and sectoral allocation of resources, supporting financial planning, policy evaluation, and transparency in public finance management.

**Data Contents and Purpose:**  
This table records yearly financial figures for Assam, including budget estimates, actual receipts and expenditures, and performance ratios (such as the percentage of actuals to budget estimates for the current and previous years). The data is organized by high-level financial categories (e.g., Revenue Receipts, Capital Expenditure, Sector Wise Expenditure), further broken down into types and specific indicators, enabling granular analysis of the state’s fiscal operations.

**Detailed Description of Entities:**  
- **Categories:** The main financial categories include Revenue Receipts, Capital Receipts, Revenue Expenditure, Capital Expenditure, Sector Wise Expenditure, Total Receipts, Total Expenditure, Fiscal Surplus/Deficit, Revenue Surplus/Deficit, Primary Surplus/Deficit, Loans & Advances Disbursed, and Appropriation to Contingency Fund.
- **Types and Subcategories:**  
  - *Revenue Receipts* are split into Tax Revenue (e.g., State Goods and Services Tax [SGST], Taxes on Sales/Trade, State’s Share of Union Taxes, State Excise, Land Revenue, Stamps and Registration Fees, Other Taxes and Duties) and Non-Tax Revenue, as well as Grants in Aid and Contributions.
  - *Capital Receipts* include Borrowings and Other Liabilities, Recovery of Loans and Advances, and Other Receipts.
  - *Expenditure* is detailed by function and sector:  
    - *Revenue Expenditure* covers Expenditure on Interest Payment, Salaries/Wages, Subsidy, Pension, and Revenue Account.
    - *Capital Expenditure* includes Expenditure on Capital Account and Salaries/Wages.
    - *Sector Wise Expenditure* is further divided into Social Sector (e.g., Social Sector Revenue and Capital Sectors), Economic Sector (Revenue and Capital Sectors), General Sector (Revenue and Capital Sectors), and Grants-in-aid-Contributions.
- **Aggregates:** Subtotals and totals are provided for each major category and sector, allowing for both detailed and summary-level analysis.

**Time and Geographical Granularity:**  
- *Time granularity* is yearly, with each record representing financial data for a specific fiscal year.
- *Geographical granularity* is at the national (state-level for Assam) scale, with all data pertaining to the state of Assam, India.

**Sample Queries:**  
1. *What was the actual revenue collected from State Goods and Services Tax (SGST) in Assam in the most recent year, and how did it compare to the budget estimate?*  
2. *How much did Assam spend on the Social Sector (both revenue and capital) in the last five years, and what percentage of the budget estimate was actually spent each year?*

This table thus serves as a vital resource for fiscal analysis, budget tracking, and sectoral expenditure review for Assam at the state level.",442
insurance_india_mth_sctg,157,22,"The `insurance_india_mth_sctg` table provides a comprehensive monthly snapshot of the Indian general insurance sector at the national level. Its primary purpose is to track and analyze the performance of individual insurers and the overall industry across a wide range of insurance business segments. The table is structured to facilitate detailed comparisons of premium collections, market share, growth rates, and business accretion for each insurer and insurance category, supporting market analysis, regulatory reporting, and business intelligence.

**Entities and Categories:**

The table’s core entity is the *insurer*, with each row representing a specific insurance company or industry aggregate for a given month and year. Examples of insurers include major private and public sector players such as **HDFC Ergo General Insurance Co Ltd**, **ICICI Lombard General Insurance Co Ltd**, **Bajaj Allianz General Insurance Co Ltd**, **The Oriental Insurance Co Ltd**, **United India Insurance Co Ltd**, **SBI General Insurance Co Ltd**, **IFFCO-Tokio General Insurance Co Ltd**, **Star Health & Allied Insurance Co Ltd**, **Care Health Insurance Ltd**, **ManipalCigna Health Insurance Co Ltd**, **Acko General Insurance Ltd**, **Go Digit General Insurance Ltd**, **Zuno General Insurance Co Ltd**, **Royal Sundaram General Insurance Co Ltd**, **Cholamandalam MS General Insurance Co Ltd**, **Niva Bupa Health Insurance Company Limited**, **Aditya Birla Health Insurance Co Ltd**, **Narayana Health Insurance Ltd**, **Galaxy Health Insurance Company Ltd**, and specialized or aggregate entries such as **Industry Total**, **Specialised sub Total**, and **Previous Year Market Share**.

The table captures premium data (in crores) across a diverse set of insurance business lines (categories and subcategories), including:
- **Fire insurance** (property and fire risk)
- **Marine insurance** (with subcategories: *marine_total*, *marine_cargo*, *marine_hull*)
- **Engineering insurance** (project and risk engineering)
- **Motor insurance** (with subcategories: *motor_total*, *motor_od* [own damage], *motor_tp* [third party])
- **Health insurance** (including standalone health insurers)
- **Aviation insurance**
- **Liability insurance** (third-party and specialty liability)
- **Personal Accident (PA) insurance**
- **All Other Miscellaneous insurance** (agriculture, export credit, and other specialized covers)
- **Grand Total** (sum of all categories per insurer per month)

Additional fields include *growth_percent* (year-on-year growth), *market_percent* (market share), and *accretion* (absolute change in premium).

**Time and Geographical Granularity:**

- **Time granularity:** Monthly (fields: *month*, *month_numeric*, *year*)
- **Geographical granularity:** National (India-wide, no sub-national breakdown)

**Sample Queries:**

1. *Which insurer had the highest health insurance premium collection in October 2025?*
2. *What was the total motor insurance premium (motor_total) collected by all insurers in August 2025, and how did it compare to the previous month?*

This table enables robust, month-wise, national-level analysis of the Indian general insurance market across all major business lines and insurers.",425
toll_state_monthly_etc_transactions,27645,6,"The `toll_state_monthly_etc_transactions` table provides a comprehensive record of electronic toll collection (ETC) transactions conducted at toll plazas across various Indian states, aggregated on a monthly basis. The primary purpose of this table is to facilitate analysis and reporting of toll transaction volumes and revenue generation at the state and toll plaza levels, supporting infrastructure planning, financial auditing, and policy evaluation for the national highway and road transport sectors.

**Entities and Data Structure:**  
Each row in the table represents the monthly summary of ETC transactions for a specific toll plaza within a particular state and fiscal year. The key entities captured include:

- **Toll Plazas:** The `fee_plaza_name` column lists the names of individual toll plazas, which are the primary points of data collection. Examples include ""Kiratpur fee plaza,"" ""Diengpasoh Toll Plaza,"" ""Ghazipur Plaza DME KM 7500,"" ""Shahjahanpur Toll Plaza,"" ""Talapady Toll Plaza,"" ""Jamudihi Toll Plaza,"" ""Rajchandrapur Toll Plaza,"" ""Muthojipet,"" ""Gorribanda Toll Plaza,"" ""Pipalaz,"" ""Landhari Toll Plaza,"" ""Kozhinjiipatti Plaza,"" ""DidarGanj,"" ""Putru Fee Plaza,"" ""Selu,"" ""Itora Buzurg,"" ""Daulatpura Fee Plaza,"" ""Dumpalagattu Paatimeeda Palli,"" ""Pidhi Toll Plaza,"" ""Hirapur Toll Plaza,"" and ""Sonho Fee Plaza."" This diversity covers a wide range of locations, from major intercity expressways to regional and rural connectors.
- **States:** The `state` column identifies the Indian state in which each toll plaza is located. States represented include Uttar Pradesh, Meghalaya, Bihar, Telangana, Delhi, Rajasthan, Karnataka, Odisha, Haryana, West Bengal, Gujarat, Andhra Pradesh, Maharashtra, Punjab, Chhattisgarh, Tamil Nadu, and Jharkhand, among others. This enables state-level aggregation and comparison.
- **Fiscal Year and Month:** The `fiscal_year` and `month` columns provide the temporal context, allowing for trend analysis over time. The time granularity is monthly, supporting detailed temporal analysis such as seasonal patterns or year-on-year growth.
- **Transaction Metrics:** The `transaction_count` column records the total number of ETC transactions, while `transaction_amount` captures the total monetary value (in INR) collected via ETC for each plaza and month.

**Time and Geographical Granularity:**  
- **Time granularity:** Monthly, enabling analysis at the month level within each fiscal year.
- **Geographical granularity:** State-level, with further detail down to individual toll plazas.

**Sample Queries:**
1. *Which toll plaza in Rajasthan recorded the highest ETC transaction amount in May 2024?*
2. *What was the total number of ETC transactions in Telangana for the fiscal year 2024-25, broken down by month?*

This table is essential for stakeholders analyzing toll revenue trends, operational efficiency, and regional performance of the ETC system across India.",400
ev_state_yr_catg,10920,6,"The **ev_state_yr_catg** table provides a comprehensive, state-level, annual record of electric vehicle (EV) registrations across India, segmented by broad vehicle categories. Its primary purpose is to enable analysis of the adoption and penetration of electric vehicles over time, across different states and union territories, and within various vehicle classes. This data is crucial for policymakers, researchers, and industry stakeholders seeking to understand trends in EV uptake, regional disparities, and the relative share of EVs within the broader vehicle market.

**Entities and Categories:**

- **States and Union Territories:** The table covers all major Indian states and union territories, including but not limited to Uttar Pradesh, Tamil Nadu, Punjab, Kerala, West Bengal, Odisha, Bihar, Delhi, Karnataka, Rajasthan, Haryana, Himachal Pradesh, Goa, Mizoram, Meghalaya, Nagaland, Manipur, Ladakh, Lakshadweep, Andaman and Nicobar Islands, Puducherry, Chandigarh, and Dadra and Nagar Haveli and Daman and Diu. This wide coverage allows for granular regional analysis.

- **Time Granularity:** Data is reported on a **yearly** basis, with each record corresponding to a specific financial year (e.g., '2004-05', '2021-22', '2025-26'). This enables longitudinal studies of EV adoption trends over multiple decades.

- **Vehicle Categories:** The table segments EV registrations by **broad_category**, representing major vehicle types and classes. These include:
    - **2 Wheeler:** Electric two-wheelers such as scooters and motorcycles.
    - **3 Wheeler:** Electric three-wheelers, often used for passenger or goods transport (e.g., e-rickshaws).
    - **LMV (Light Motor Vehicle):** Includes small cars and vans.
    - **HMV (Heavy Motor Vehicle):** Large commercial vehicles such as trucks and buses.
    - **MMV (Medium Motor Vehicle):** Medium-sized commercial vehicles.
    - **MGV (Medium Goods Vehicle):** Medium-sized goods carriers.
    - **LGV (Light Goods Vehicle):** Small goods carriers.
    - **LPV (Light Passenger Vehicle):** Small passenger vehicles.
    - **MPV (Multi-Purpose Vehicle):** Vehicles designed for both passenger and cargo transport.
    - **HGV (Heavy Goods Vehicle):** Large goods carriers.
    - **HPV (Heavy Passenger Vehicle):** Large passenger vehicles, such as buses.
    - **Others:** Any other vehicle types not classified above.

- **Metrics:** For each state, year, and vehicle category, the table records:
    - **ev_vehicle_registered:** The number of electric vehicles registered.
    - **percentage_share_of_ev_in_total_vehicle_registered:** The proportion of EVs among all vehicles registered in that category, expressed as a percentage.

**Sample Queries:**

1. *Which state had the highest number of electric 2 Wheeler registrations in 2021-22?*
2. *How has the percentage share of electric LPVs (Light Passenger Vehicles) changed in Tamil Nadu from 2015-16 to 2025-26?*

This table thus enables detailed, multi-dimensional analysis of EV adoption patterns by state, year, and vehicle type, supporting both high-level policy evaluation and targeted market research.",418
trade_india_mth_commodity_import,2870,9,"The `trade_india_mth_commodity_import` table provides a comprehensive record of India’s monthly import values, categorized by commodity, for each financial year. Its primary purpose is to enable detailed analysis of India’s import patterns, growth trends, and sectoral dependencies at the national level. The table is structured to support time-series analysis, policy evaluation, and market research by offering granular insights into the types and values of commodities imported into India.

**Entities and Data Structure:**  
Each row in the table represents the import value of a specific commodity (or commodity group) for a given month and year. Commodities are identified by their Harmonized System (HS) code (`hscode`) and a descriptive text label (`commodity`). The table covers a wide spectrum of goods, reflecting the diversity of India’s import basket. Examples include:

- **Agricultural and Animal Products:** Live animals, dairy produce, birds’ eggs, natural honey, products of animal origin not elsewhere specified, cereals, oil seeds, oleaginous fruits, edible preparations, and products of the milling industry.
- **Minerals and Chemicals:** Mineral fuels and oils, bituminous substances, mineral waxes, ores, slag and ash, organic chemicals, tanning or dyeing extracts, pigments, paints, putty, inks, and essential oils.
- **Metals and Metal Articles:** Copper, tin, lead, other base metals, cermets, tools, implements, cutlery, spoons, forks, and their parts.
- **Industrial and Manufactured Goods:** Nuclear reactors, boilers, machinery, mechanical appliances, electrical machinery, sound and television equipment, vehicles (excluding railway/tramway), and their parts.
- **Textiles and Apparel:** Special woven fabrics, lace, embroidery, articles of apparel and clothing accessories (knitted, crocheted, or not), footwear, gaiters, headgear, and parts.
- **Consumer and Miscellaneous Goods:** Toys, games, sports requisites, printed books, newspapers, pictures, works of art, collectors’ pieces, antiques, project goods, and miscellaneous goods.
- **Other Sectors:** Ceramic products, articles of stone, plaster, cement, asbestos, mica, paper and paperboard, articles of leather, saddlery, travel goods, umbrellas, walking-sticks, whips, riding-crops, prepared feathers, artificial flowers, articles of human hair, furskins, and artificial fur.

**Time and Geographical Granularity:**  
The data is reported at a **monthly** frequency, with each record specifying the month (both as text and numeric), year, and financial year. The geographical scope is **national**, representing aggregate imports for the entire country of India, without sub-national breakdowns.

**Sample Queries:**  
1. *What was the total value and percentage growth of India’s imports of “Electrical machinery and equipment” (HS code 85) in each month of the financial year 2023-24?*  
2. *Which commodity groups experienced the highest percentage growth in imports in August 2024, and what were their respective import values?*

This table is essential for analysts, policymakers, and businesses seeking to understand India’s import dynamics, monitor sectoral trends, and identify emerging opportunities or vulnerabilities in the country’s trade portfolio.",440
trade_india_mth_commodity_export,2870,9,"The `trade_india_mth_commodity_export` table provides a comprehensive, monthly record of India’s export performance across a wide spectrum of commodities, classified by their Harmonized System (HS) codes. The primary purpose of this table is to enable detailed analysis and tracking of export trends, values, and growth rates for various commodities at the national level, supporting trade policy, economic research, and business intelligence.

**Data Contents and Purpose:**  
Each row in the table represents the export value and growth for a specific commodity (identified by its HS code and description) for a given month and year. The table includes the following key fields: `hscode` (numeric identifier for commodity classification), `commodity` (textual description of the exported item), `month` and `month_numeric` (month of export), `year`, `financial_year` (Indian fiscal year), `values_in_cr` (export value in crore rupees), and `percentage_growth` (year-on-year growth rate for that commodity and month). This structure allows users to analyze export performance over time, compare commodities, and identify growth or decline patterns.

**Entities and Commodity Diversity:**  
The table covers a vast array of commodities spanning multiple sectors and industries. Examples include:

- **Agricultural and Food Products:** Cereals (e.g., wheat, rice), edible vegetables and roots, oil seeds, lac and resins, cocoa and cocoa preparations, meat and edible meat offal.
- **Textiles and Apparel:** Cotton, man-made filaments, knitted or crocheted fabrics, carpets, special woven fabrics, apparel and clothing accessories (both knitted and non-knitted), other made-up textile articles, and worn clothing.
- **Metals and Minerals:** Ores, slag and ash; zinc, nickel, and lead and their articles; precious metals and stones (natural or cultured pearls, jewelry, coins).
- **Chemicals and Pharmaceuticals:** Organic chemicals, pharmaceutical products, essential oils, perfumery, cosmetic or toilet preparations.
- **Industrial and Manufactured Goods:** Electrical machinery and equipment, vehicles and parts, rubber and articles thereof, plastic and articles thereof, ceramic products, wood and wood articles, printed books and newspapers, miscellaneous manufactured articles, project goods.
- **Leather and Animal Products:** Articles of leather, saddlery, harness, travel goods, furskins, artificial fur, prepared feathers, down, and related articles.
- **Miscellaneous:** Clocks and watches, footwear, project goods, and other special-use items.

**Time and Geographical Granularity:**  
The data is reported at a **monthly** frequency, allowing for fine-grained temporal analysis. All figures represent **national-level** exports from India, with no sub-national breakdown.

**Sample Queries:**  
1. *What was the total export value and growth rate for “pharmaceutical products” in each month of the financial year 2024-25?*  
2. *Which commodities experienced the highest percentage growth in exports in July 2024?*

This table is a vital resource for understanding India’s export landscape, monitoring sectoral performance, and supporting data-driven decision-making in trade and industry.",427
trade_india_mth_stateut_country_export,185,8,"The `trade_india_mth_stateut_country_export` table provides a comprehensive monthly snapshot of India’s merchandise export performance, disaggregated at the state and union territory (UT) level. Its primary purpose is to enable detailed analysis of export trends, growth rates, and the relative contribution of each Indian state and UT to the country’s overall export basket. This table is essential for policymakers, economists, trade analysts, and researchers seeking to understand regional export dynamics, identify high-performing states, and monitor changes in export activity over time.

**Data Entities and Structure:**  
The table captures export data for all major Indian states and union territories, including but not limited to Maharashtra, Gujarat, Tamil Nadu, Karnataka, Uttar Pradesh, West Bengal, Rajasthan, Punjab, Haryana, Kerala, Odisha, Madhya Pradesh, Chhattisgarh, Assam, Bihar, Goa, Delhi, Telangana, Uttarakhand, and smaller UTs such as Chandigarh, Puducherry, Ladakh, Sikkim, Andaman & Nicobar Islands, Daman & Diu and Dadra & Nagar Haveli, Tripura, Mizoram, Arunachal Pradesh, and Meghalaya. The inclusion of a ‘Total’ row provides aggregate national-level export figures for benchmarking and comparison.

Each record contains the following key metrics:
- **Total Exports:** The cumulative value of exports from the state/UT for the fiscal year, expressed in million US dollars.
- **March Exports in Million Dollars:** Export value for the month of March.
- **February Exports in Million Dollars:** Export value for the month of February.
- **Percentage Growth Compared to Previous Month:** The month-on-month growth rate, indicating export momentum or decline.
- **Percentage Share in Selected Criteria Total Exports:** The state/UT’s share of total exports, highlighting its relative importance in the national export landscape.
- **Fiscal Year:** The financial year to which the data pertains (e.g., 2020-21, 2021-22, 2022-23, 2023-24, 2024-25).

**Time and Geographical Granularity:**  
- **Time Granularity:** Monthly, with specific focus on February and March, and annual totals for each fiscal year.
- **Geographical Granularity:** State and union territory level, enabling regional analysis across India.

**Sample Queries:**
1. *Which states had the highest export growth rate in March 2023 compared to February 2023?*  
   This query helps identify states with the most significant month-on-month export surges, useful for spotting emerging export hubs or the impact of policy changes.
2. *What was the total export value and percentage share of Gujarat and Maharashtra in India’s exports during the fiscal year 2023-24?*  
   This allows comparison of leading export states and their contribution to the national export total.

Overall, this table is a vital resource for tracking, comparing, and analyzing India’s state-wise export performance on a monthly and annual basis.",411
trade_india_mth_commoditygrp_country_export,160,8,"The `trade_india_mth_commoditygrp_country_export` table provides a comprehensive monthly summary of India’s export performance, organized by major commodity groups at the national level. Its primary purpose is to track, analyze, and compare the value and growth of exports across a wide array of sectors and product categories, supporting trade analysis, policy-making, and market research.

**Data Contents and Purpose:**  
Each record in the table represents export statistics for a specific commodity group within a given fiscal year, with a focus on monthly performance (notably March and February). The table captures the total export value (in million USD), export values for March and February, the percentage growth or decline compared to the previous month, and the percentage share of each commodity group in the total exports for the selected criteria. This structure enables users to monitor export trends, identify high-performing sectors, and assess the contribution of each commodity group to India’s overall export basket.

**Entities and Categories:**  
The table covers a diverse range of commodity groups, reflecting the breadth of India’s export economy. Key sectors and examples include:

- **Agricultural and Food Products:**  
  - *Cereals*: Rice, Other Cereals  
  - *Plant-based products*: Oil Meals, Oil Seeds, Tea, Coffee, Fruits and Vegetables  
  - *Animal-based products*: Marine Products, Meat, Dairy and Poultry Products, Cashew

- **Textiles and Apparel:**  
  - Ready-made garments of all textiles  
  - Cotton Yarn/Fabs./Madeups, Handloom Products Etc.  
  - Man-Made Yarn/Fabs./Madeups Etc.  
  - Jute Manufacturing including Floor Covering  
  - Carpet

- **Industrial and Manufactured Goods:**  
  - Engineering Goods  
  - Electronic Goods  
  - Gems and Jewellery  
  - Ceramic Products and Glassware  
  - Plastic and Linoleum  
  - Handicrafts (excluding handmade carpets)

- **Minerals and Chemicals:**  
  - Iron Ore  
  - Mica, Coal and Other Ores, Minerals Including Process  
  - Drugs and Pharmaceuticals  
  - Petroleum Products  
  - Cereal Preparations and Miscellaneous Processed Items

- **Miscellaneous:**  
  - Others (aggregated minor categories)

These commodity groups encompass both raw materials and finished goods, spanning traditional exports (like textiles, rice, and tea) and modern sectors (such as pharmaceuticals and electronics). Synonyms and alternate phrasings are present, e.g., “Handicrafts Excl. Hand Made Carpet” and “Cotton Yarn/Fabs./Madeups, Handloom Products Etc.”

**Time and Geographical Granularity:**  
- **Time granularity:** Monthly (with fiscal year context and specific monthly values for March and February)
- **Geographical granularity:** National (India-wide export data, not disaggregated by state or region)

**Sample Queries:**  
1. *Which commodity groups had the highest percentage growth in exports from February to March in fiscal year 2023-24?*  
2. *What was the total export value and percentage share of “Electronic Goods” in India’s exports during 2024-25?*

This table is essential for understanding India’s export dynamics, sectoral strengths, and monthly trade fluctuations at the national level.",436
traffic_india_mth_air_passengers,6,5,"**Metadata Description for Table: traffic_india_mth_air_passengers**

The `traffic_india_mth_air_passengers` table provides a comprehensive record of monthly air passenger traffic across India at the national level. Its primary purpose is to track and analyze the volume of air travelers within the country over time, supporting trend analysis, forecasting, and policy evaluation in the aviation and transportation sectors. This dataset is essential for stakeholders such as government agencies, airlines, airport authorities, tourism boards, and researchers interested in understanding patterns in air travel demand, seasonality, and growth.

**Entities and Data Structure:**

The table captures the following key entities:

- **Year (`year`)**: The calendar year in which the passenger data was recorded. For example, 2024.
- **Month (`month`)**: The name of the month (e.g., 'January', 'February', 'March', etc.), providing a human-readable time reference.
- **Month Numeric (`month_numeric`)**: The numeric representation of the month (1 for January, 2 for February, up to 12 for December), facilitating chronological sorting and analysis.
- **Passenger Numbers (`passengers_numbers`)**: The total number of air passengers (as a big integer) recorded nationwide for the specified month and year. This figure aggregates all domestic and international air travelers departing from or arriving in India, encompassing both commercial and, where applicable, chartered flights.

The dataset does not distinguish between subcategories such as domestic vs. international passengers, specific airlines, or individual airports. Instead, it provides a holistic, aggregated view of air passenger movement at the country level. The data is suitable for high-level analysis of the Indian civil aviation sector, also referred to as the air transport or airline industry.

**Time and Geographical Granularity:**

- **Time Granularity:** The data is aggregated at a **monthly** level, enabling users to observe seasonal trends, monthly fluctuations, and year-over-year changes in air passenger volumes.
- **Geographical Granularity:** The data is reported at the **national** level, representing the entirety of India. There is no breakdown by city, state, airport, or region.

**Sample Queries:**

1. **""What was the total number of air passengers in India for each month in 2024?""**
   - This query helps identify monthly trends and peak travel periods within a specific year.

2. **""How has the total air passenger traffic in India changed from January 2020 to December 2024?""**
   - This query supports longitudinal analysis, revealing growth patterns, the impact of events (e.g., pandemics, holidays), and long-term trends in the Indian aviation sector.

In summary, `traffic_india_mth_air_passengers` is a vital resource for analyzing national-level air travel trends in India, supporting strategic planning and operational decision-making in the broader transportation and tourism industries.",412
energy_india_statewise_coal_reserves,32,9,"The `energy_india_statewise_coal_reserves` table provides a comprehensive, annualized record of coal reserves across Indian states, serving as a critical resource for energy sector analysis, resource planning, and policy formulation. The table’s primary purpose is to track the distribution and classification of coal reserves—an essential fossil fuel and industrial commodity—across India’s diverse states and union territories, as well as to present the national aggregate (“All India Total”). This data supports stakeholders in the energy, mining, and government sectors in understanding both the spatial and temporal dynamics of India’s coal resources.

**Entities and Categories:**
The table captures coal reserves at the state level, with each record representing a specific state or the national total for a given year. The key entities include Indian states such as Jharkhand, Odisha, Chhattisgarh, West Bengal, Madhya Pradesh, Maharashtra, Telangana, Andhra Pradesh, Bihar, Assam, Uttar Pradesh, Meghalaya, Nagaland, Arunachal Pradesh, and Sikkim. The “All India Total” row aggregates data across all states, providing a national perspective.

Coal reserves are categorized into three main subcategories based on the degree of geological assurance:
- **Proved reserves**: Quantities of coal confirmed by exploration and considered economically recoverable (e.g., Jharkhand: 59,877 million tonnes in 2024).
- **Indicated reserves**: Coal resources inferred from geological evidence but not yet fully confirmed (e.g., Odisha: 39,053 million tonnes in 2024).
- **Inferred reserves**: Coal resources estimated with a lower degree of confidence (e.g., Chhattisgarh: 1,495 million tonnes in 2024).

The table also provides the **total reserves** (sum of proved, indicated, and inferred) for each state and year, and the **distribution_percent**, which expresses each state’s share of the national total as a percentage (e.g., Odisha: 25.47% in 2024, Jharkhand: 23.58% in 2024).

**Time and Geographical Granularity:**
- **Time granularity**: Yearly. Each record is associated with a specific year, enabling longitudinal analysis of coal reserve trends.
- **Geographical granularity**: State-level. Data is disaggregated by individual states and union territories, with a national summary.

**Sample Queries:**
1. *Which state had the highest total coal reserves in 2024, and what was its share of the national total?*
2. *How have the proved, indicated, and inferred coal reserves in Chhattisgarh changed from 2023 to 2024?*

This table is invaluable for tracking the evolution of coal resources, comparing statewise reserves, and supporting decisions in energy policy, mining investment, and regional development. Synonyms for the data include “coal resources,” “coal inventory,” and “statewise coal deposits.”",392
energy_india_statewise_crude_oil_ngas_reserves,30,8,"The `energy_india_statewise_crude_oil_ngas_reserves` table provides a comprehensive, annualized overview of India’s estimated crude oil and natural gas reserves, disaggregated by state and key production regions. Its primary purpose is to track and analyze the distribution and magnitude of hydrocarbon reserves—specifically crude oil and natural gas—across India’s diverse geographic and administrative landscape, supporting energy sector planning, policy-making, and resource management.

**Data Contents and Purpose:**  
Each record in the table represents the estimated reserves for a specific year and state or region. The table captures two main commodities: crude oil (also known as petroleum) and natural gas (sometimes referred to as NGas or simply gas). For each commodity, the table records both the absolute estimated reserves (in million metric tonnes or billion cubic meters, depending on the commodity) and the percentage share of the national total for that year. This dual reporting enables both absolute and relative analysis of resource distribution.

**Entities and Categories:**  
The table covers a wide range of Indian states and special hydrocarbon-producing regions. Examples of states include major contributors like Assam (with significant crude oil and natural gas reserves), Gujarat, Rajasthan, Tamil Nadu, Andhra Pradesh, and West Bengal. It also includes smaller contributors such as Nagaland, Tripura, Arunachal Pradesh, and Jharkhand. In addition to conventional states, the table features specialized regions and offshore areas critical to India’s energy sector, such as Western Offshore and Eastern Offshore, which represent major offshore oil and gas fields. The table also distinguishes coal bed methane (CBM) reserves, as seen in entries like “Madhya Pradesh (CBM),” “West Bengal (CBM),” and “Jharkhand (CBM),” reflecting the diversity of natural gas sources.

The “Total” row aggregates national reserves, providing a benchmark for state and regional comparisons. The inclusion of both onshore (e.g., Assam, Rajasthan) and offshore (e.g., Western Offshore, Eastern Offshore) entities, as well as CBM-specific entries, highlights the table’s comprehensive coverage of India’s hydrocarbon landscape.

**Time and Geographical Granularity:**  
- **Time granularity:** Yearly. Each record is associated with a specific year, enabling trend analysis over time.
- **Geographical granularity:** State-level, with additional granularity for offshore regions and CBM-producing areas.

**Sample Queries:**  
1. *Which states and regions contributed the highest percentage of India’s crude oil reserves in 2024?*  
2. *How have the estimated natural gas reserves in Assam and Western Offshore changed from 2023 to 2024?*

This table is an essential resource for understanding the spatial and temporal dynamics of India’s crude oil and natural gas reserves, supporting energy sector analysis, investment decisions, and policy formulation.",409
labour_india_sector_industry_occupation_wages,5598,7,"The `labour_india_sector_industry_occupation_wages` table provides a comprehensive record of wage data for various occupations across multiple industries and sectors in India, with a primary focus on the manufacturing and mining sectors. The table’s purpose is to facilitate analysis of wage trends, occupational wage comparisons, and sectoral wage structures at the national level, supporting research, policy-making, and economic planning.

**Data Contents and Purpose:**  
Each record in the table represents the absolute wage (in numeric value) for a specific occupation within a particular industry and sector, as of a given year and reference period (e.g., '1st January', '1st July'). The data is anchored to a base year (e.g., 2016) for consistency in wage comparisons over time. This structure enables users to track wage changes for specific job roles, compare wages across industries, and analyze sectoral wage dynamics.

**Entities and Examples:**  
- **Sectors:** The table covers at least two major sectors: the 'Manufacturing Sector' and the 'Mining Sector'.
- **Industries:** Within these sectors, a diverse array of industries is represented. Examples from manufacturing include 'Synthetic Textiles', 'Cotton Textiles', 'Woollen Textiles', 'Jute Textiles', 'Textile Garments', 'Drugs & Medicines', 'Chemicals & Gases', 'Fertilizer', 'Petroleum', 'Paper', 'Electrical Apparatus', 'Electrical Ind Mach', 'Plastic Articles', 'Soaps & Detergents', 'Printing/Publishing', 'Sugar', 'Tea Processing', 'Tyres & Tubes', 'Locomotives', 'Motor Cycles', and 'Match'. The mining sector includes 'Coal Mines', 'Oil Mining', 'Manganese Mines', and 'Iron Ore Mines'.
- **Occupations:** The table captures a wide range of job roles, reflecting the diversity of the Indian industrial workforce. Examples include 'Machine Man', 'Finisher/Line Boy', 'Driver', 'Box Filling Operator', 'Bag Stitcher', 'Supervisor', 'Mechanic (General)', 'Helper', 'Checker', 'Fitter', 'Reeler', 'Watchman', 'Shaper Machine Operator', 'Coolie/Mazdoor', 'Welder', 'Technician-Gas Pipe', 'Pressman', 'Twister/Doubler', 'Magma Maker', 'Injection Moulding Operator', 'Boiler Maker', 'Weaver', 'Fitter-C & W', 'Hand Stamper', 'Mechanical/Electrical Foreman', 'Paste Up Man', 'Layer Man', 'Driller', 'Pump Attendant', and 'Sweeper'. Many occupations are specific to their industries, such as 'Beam Dying Machine Operator' in textiles or 'Drum Maker/Filler' in petroleum.
- **Synonyms:** The data may also be referred to as wage rates, pay, earnings, or remuneration for industrial and mining occupations.

**Time and Geographical Granularity:**  
- **Time:** The data is reported on a yearly basis, with additional reference to specific periods within the year (e.g., '1st January', '1st July').
- **Geography:** The data is aggregated at the national level, representing all of India.

**Sample Queries:**  
1. *What was the average wage for 'Helper' across all manufacturing industries in 2022?*  
2. *How have the wages for 'Driver' in the 'Drugs & Medicines' industry changed from 2020 to 2023?*",415
